Customer_Loyalty_ID,Gender,Geographic_Region,Loyalty_Status,Neigborhood_Cluster-55_Level,Neighborhood_Cluster-7_Level,Television_Region,Affluence_Grade,Age,Loyalty_Card_Tenure,Organics_Purchase_Indicator,Total_Spend
4715519,,Midlands,Gold,38,E,Wales & West,13,,11,0,6000
4716396,M,South East,Silver,38,E,S & S East,,31,10,0,50
4716639,F,North,Gold,32,D,N West,5,35,4,0,6000
4718062,U,South East,Silver,21,C,London,6,32,2,1,35
4718232,F,Midlands,Tin,27,D,Wales & West,6,34,7,0,1
4718690,M,Midlands,Silver,19,C,Midlands,2,48,11,0,1300
4719069,F,Midlands,Tin,50,F,Wales & West,8,40,4,0,1
4720539,M,South East,Tin,8,B,S & S East,6,60,8,0,1
4721101,M,South East,Silver,10,B,London,11,60,1,0,3000
4723007,U,South East,Gold,37,E,London,4,64,12,0,905335
4724798,F,South East,Gold,14,B,S & S East,9,54,13,0,6000
4724895,M,Midlands,Platinum,32,D,Midlands,7,61,3,0,2052014
4725026,,South East,Tin,14,B,S & S East,5,66,8,0,1
4725948,M,South West,Silver,30,D,S West,4,37,4,0,2700
4728114,F,South East,Gold,1,A,S & S East,10,74,5,0,7000
4728327,F,South West,Gold,38,E,S West,8,74,8,0,904294
4730895,F,South East,Tin,27,D,London,10,34,,1,1
4731328,M,North,Silver,22,C,Yorkshire,8,31,1,0,420
4731530,M,Midlands,Tin,27,D,East,10,51,5,0,1
4735552,U,Midlands,Tin,49,F,East,9,47,4,0,1
4735676,F,Midlands,Tin,,,Ulster,6,36,9,1,1
4736532,F,South East,Silver,12,B,London,12,58,4,0,4000
4736990,F,South East,Silver,26,C,London,3,48,4,0,4200
4737466,F,South East,Silver,24,C,London,10,65,4,0,1500
4739264,M,Midlands,Tin,50,F,Midlands,8,52,5,0,1
4739590,,South East,Gold,16,C,London,,46,5,0,605335
4740122,M,North,Platinum,22,C,N West,7,60,1,0,25000
4747739,,Midlands,Tin,49,F,Midlands,8,63,5,0,1
4747925,M,South West,Gold,6,B,S West,9,68,4,0,1213264
4748832,M,South East,Gold,14,B,London,11,68,8,0,6000
4748905,M,Midlands,Gold,24,C,Wales & West,7,72,7,0,1221064
4750276,U,South West,Silver,6,B,S West,1,73,11,0,50
4750934,,South East,Gold,28,D,S & S East,9,77,16,1,12000
4751566,F,South East,Silver,28,D,London,12,63,5,0,1500
4751884,F,South East,Silver,37,E,London,6,64,1,0,1500
4753100,U,North,Tin,47,F,N West,6,47,4,0,1
4753526,,Midlands,Tin,6,B,Midlands,7,63,10,0,1
4755979,,North,Gold,42,E,N West,6,76,8,0,1043925
4757343,F,South East,Silver,28,D,S & S East,4,66,8,1,4680
4757475,,Midlands,Silver,17,C,East,9,29,5,0,3000
4758595,F,South East,Tin,4,A,London,10,47,7,1,1
4761448,M,Midlands,Tin,34,D,Wales & West,9,63,9,0,1
4779452,M,Midlands,Tin,38,E,East,10,44,5,0,1
4789067,F,South East,Gold,8,B,London,11,62,6,0,6000
4800346,F,Midlands,Gold,48,F,Wales & West,12,48,12,0,605334
4800508,M,Midlands,Silver,49,F,Wales & West,14,44,5,1,48001
4817710,,South East,Gold,16,C,S & S East,,62,13,0,6000
4839900,F,South East,Gold,14,B,S & S East,10,43,21,0,12000
4841816,,Midlands,Gold,19,C,Wales & West,6,69,4,0,10000
4842723,F,Midlands,Tin,49,F,East,,72,8,0,1
4845722,F,Midlands,Silver,5,B,Midlands,8,29,3,0,35
4846591,F,Midlands,Silver,,,Ulster,14,65,1,0,5000
4855361,M,South East,Tin,37,E,S & S East,9,47,5,0,1
4864905,,Midlands,Gold,16,C,Midlands,15,68,8,0,9600
4869540,F,South East,Gold,22,C,London,13,77,25,0,1805335
4869966,F,South East,Silver,9,B,London,5,46,10,0,100
4874129,F,Midlands,Tin,50,F,East,16,35,7,1,1
4883047,F,South West,Silver,46,F,S West,,50,9,1,30001
4893107,F,Midlands,Silver,,,Ulster,11,50,11,0,500
4902289,F,Midlands,Tin,38,E,Midlands,8,51,5,0,1
4905245,F,South East,Silver,1,A,London,9,71,8,0,3000
4905423,F,South East,Silver,21,C,London,,37,8,1,100
4913086,F,North,Tin,41,E,N West,10,44,4,1,1
4916883,,Midlands,Tin,12,B,Wales & West,5,65,8,0,1
4928369,M,Midlands,Tin,11,B,Wales & West,12,42,5,1,1
4960793,M,South East,Gold,52,F,London,5,57,2,0,10000
4968417,F,North,Platinum,52,F,N West,,58,3,0,320166
4968573,F,Midlands,Gold,32,D,Midlands,9,50,3,0,7500
5000203,U,Midlands,Silver,19,C,East,12,65,8,0,60001
5002729,M,Midlands,Gold,44,E,Wales & West,19,34,2,1,5050
5006503,U,North,Silver,27,D,Yorkshire,12,,1,0,100
5039037,F,Midlands,Tin,53,F,Midlands,14,62,9,1,1
5039835,M,Midlands,Gold,37,E,East,12,65,5,0,6000
5041996,F,Midlands,Gold,12,B,Midlands,9,,5,1,12000
5042356,F,Scottish,Gold,12,B,C Scotland,8,57,8,1,9000
5053374,M,Midlands,Silver,53,F,Wales & West,4,32,8,1,35985
5053633,F,Midlands,Gold,6,B,Wales & West,16,59,2,0,6000
5058058,M,North,Silver,12,B,N West,9,,5,0,1000
5059259,F,Scottish,Silver,51,F,Border,4,64,,0,360
5089751,M,North,Tin,37,E,N West,6,48,4,0,1
5104769,M,Midlands,Tin,33,D,Midlands,9,37,4,0,1
5115434,F,Midlands,Tin,53,F,Midlands,6,55,8,0,1
5120306,F,South East,Tin,22,C,London,12,40,4,0,1
5120462,F,South East,Gold,9,B,London,,34,7,0,605335
5154715,M,South East,Silver,26,C,London,,41,9,0,3000
5178185,F,Midlands,Silver,52,F,Midlands,10,55,9,0,2000
5200016,,Midlands,Tin,32,D,East,8,60,4,0,1
5221862,F,North,Silver,35,D,N West,7,36,8,0,4750
5229405,F,South East,Silver,,,S & S East,7,46,3,0,2500
5247799,F,,Tin,52,F,,10,51,8,1,1
5262429,M,Midlands,Tin,52,F,Midlands,6,59,4,0,1
5273064,M,South East,Silver,27,D,London,6,34,4,1,600
5274184,F,South East,Silver,52,F,London,3,42,4,0,1800
5312256,F,North,Silver,27,D,N West,10,34,9,1,50
5328667,F,South East,Silver,44,E,S & S East,6,75,8,1,3000
5333172,F,South East,Gold,52,F,London,10,28,10,1,9000
5333296,F,South East,Tin,32,D,London,7,37,8,1,1
5362628,M,South East,Tin,22,C,London,9,67,8,0,1
5366577,M,North,Tin,32,D,N East,5,40,5,0,1
5373972,F,Midlands,Tin,19,C,Wales & West,8,48,5,0,1
5378753,,South East,Silver,10,B,London,7,76,26,0,1500
5390273,U,South East,Silver,48,F,London,9,36,2,0,1000
5394287,M,Midlands,Gold,19,C,Midlands,9,53,6,0,6000
5394686,,Scottish,Gold,2,A,C Scotland,9,67,1,0,6000
5394880,M,South East,Gold,8,B,London,10,48,1,0,6500
5398339,M,North,Silver,38,E,N West,10,39,5,0,2
5406420,F,North,Silver,53,F,Yorkshire,9,64,2,1,4200
5410134,F,South East,Silver,8,B,London,9,76,6,0,2000
5411394,U,Midlands,Platinum,37,E,Midlands,12,67,0,0,34000
5427126,F,South East,Tin,48,F,London,8,39,5,1,1
5430100,U,South East,Gold,50,F,London,8,54,7,0,1205335
5430631,F,Scottish,Tin,35,D,C Scotland,6,42,5,0,1
5431387,F,Midlands,Silver,25,C,Wales & West,12,,4,1,600
5431573,M,Midlands,Silver,,,Ulster,10,60,8,0,500
5431816,F,South East,Tin,14,B,London,16,57,0,0,1
5432073,F,South East,Gold,28,D,S & S East,8,66,4,0,12000
5433738,M,Midlands,Tin,32,D,Midlands,8,59,5,0,1
5434203,M,South East,Tin,1,A,London,6,,4,0,1
5434556,M,Midlands,Gold,19,C,Midlands,12,73,8,0,1312249
5436850,F,South East,Silver,20,C,London,6,70,2,0,1550
5437237,F,Midlands,Silver,51,F,East,9,43,8,0,5001
5439930,M,Midlands,Gold,23,C,East,3,74,11,0,6000
5440238,U,South West,Tin,43,E,S West,,72,8,0,1
5441544,F,Midlands,Platinum,17,C,Wales & West,11,70,4,0,2053194
5443121,F,Midlands,Silver,28,D,East,10,50,9,0,2000
5443512,F,Midlands,Silver,34,D,East,8,45,8,0,10001
5450756,F,Midlands,Gold,,,Ulster,7,59,5,0,6000
5454409,M,South East,Gold,25,C,London,10,47,4,0,12000
5457610,U,Midlands,Silver,14,B,Midlands,10,61,2,0,14327
5460271,,Midlands,Gold,41,E,East,7,48,5,0,6600
5511186,F,Midlands,Silver,6,B,Wales & West,6,76,6,1,3000
5512522,,South East,Silver,34,D,London,6,60,5,0,4000
5529204,U,Midlands,Gold,4,A,Midlands,4,58,2,0,6000
5531659,F,South East,Tin,51,F,London,9,35,4,0,1
5532566,F,Scottish,Gold,2,A,C Scotland,6,60,6,0,12000
5533643,M,South East,Gold,23,C,S & S East,12,63,17,0,1803546
5534097,M,South East,Silver,10,B,S & S East,14,72,2,0,5000
5537223,M,North,Gold,4,A,N West,11,62,3,0,1941615
5538033,,South East,Gold,23,C,S & S East,11,69,21,0,12000
5538149,M,Midlands,Gold,14,B,Midlands,10,,1,0,7500
5538440,F,South East,Silver,4,A,London,6,56,5,0,2000
5538947,M,North,Tin,12,B,Yorkshire,11,52,8,0,1
5547253,,Midlands,Tin,49,F,East,9,36,7,0,1
5548810,F,South East,Gold,22,C,London,11,30,1,0,6000
5557216,M,South East,Silver,52,F,London,8,63,5,0,1000
5558212,M,Midlands,Gold,47,F,Midlands,10,56,4,0,6000
5559588,F,North,Silver,35,D,N East,5,44,1,0,1000
5572401,U,Midlands,Silver,49,F,Wales & West,4,71,6,0,2500
5572738,F,South East,Silver,9,B,London,12,30,6,1,10
5574862,F,Midlands,Tin,48,F,Midlands,8,34,5,1,1
5575613,M,South East,Silver,29,D,London,7,,4,0,1920
5575915,F,North,Gold,52,F,Yorkshire,14,58,9,0,7515
5576903,M,Midlands,Platinum,35,D,Midlands,10,73,3,0,2065559
5577306,,South East,Gold,24,C,S & S East,7,54,8,0,12000
5585198,F,Scottish,Silver,,,N Scot,14,41,9,1,50
5585600,M,Midlands,Gold,24,C,Midlands,7,60,4,0,6000
5587948,F,South East,Gold,7,B,London,6,70,6,0,10000
5588073,M,North,Platinum,32,D,N West,5,54,11,0,2915867
5594081,F,South West,Silver,16,C,S West,13,69,9,0,2000
5597021,F,North,Gold,27,D,N East,7,76,26,0,13500
5597587,F,South East,Tin,21,C,London,12,45,9,0,1
5613264,,South East,Silver,38,E,London,7,37,9,1,420
5614996,F,Midlands,Silver,19,C,Midlands,25,38,4,1,2000
5618770,F,South East,Gold,42,E,S & S East,5,,8,0,12000
5618908,,South East,Tin,21,C,London,13,38,5,0,1
5618959,F,Midlands,Gold,22,C,Midlands,9,69,22,0,6000
5620295,F,South East,Silver,5,B,S & S East,6,70,24,0,3000
5621321,F,North,Gold,32,D,N East,13,28,1,1,8000
5621534,F,Midlands,Silver,10,B,East,9,77,1,0,3000
5621763,F,Midlands,Tin,50,F,Midlands,12,42,5,1,1
5622905,F,Midlands,Tin,20,C,East,8,43,7,1,1
5625076,M,Midlands,Tin,49,F,Midlands,13,54,8,0,1
5625858,F,Midlands,Gold,5,B,Wales & West,12,65,13,0,605335
5626048,M,North,Silver,37,E,N West,6,75,5,1,3000
5626358,F,Scottish,Silver,38,E,Border,11,21,1,0,1000
5627508,F,South East,Silver,52,F,London,11,,9,0,1320
5627923,M,South East,Silver,27,D,London,8,71,12,0,17283
5644801,F,South East,Silver,19,C,S & S East,27,38,3,1,339796
5645689,F,South East,Tin,14,B,S & S East,12,69,10,0,1
5655668,M,North,Gold,4,A,N West,5,51,8,0,12000
5659426,M,North,Silver,5,B,N West,8,75,5,0,2000
5661447,F,South East,Gold,37,E,S & S East,5,67,4,0,12000
5701112,F,Midlands,Silver,49,F,Midlands,8,69,8,0,261001
5726859,F,Midlands,Tin,25,C,Wales & West,7,44,5,0,1
5728606,U,North,Gold,1,A,N East,8,56,8,0,6000
5729254,M,South East,Tin,20,C,London,6,45,5,0,1
5729580,F,Midlands,Silver,51,F,Wales & West,7,70,5,0,600
5729726,F,Midlands,Silver,38,E,East,,48,8,0,42001
5729793,F,Scottish,Gold,52,F,Border,8,66,2,0,6000
5733693,F,North,Gold,51,F,Yorkshire,5,55,9,1,20000
5733871,,South East,Tin,21,C,London,8,45,8,0,1
5735955,M,Midlands,Silver,19,C,Midlands,4,60,2,0,3000
5736242,F,North,Silver,51,F,N East,12,78,10,0,500
5736374,M,Midlands,Tin,48,F,Wales & West,12,48,5,0,1
5736765,F,Midlands,Tin,13,B,Wales & West,14,36,5,1,1
5739330,F,South East,Gold,52,F,London,3,46,6,0,508971
5739624,M,South East,Gold,52,F,London,10,65,2,0,6000
5740517,F,Midlands,Gold,51,F,Midlands,,61,8,0,7800
5741319,F,South East,Gold,14,B,London,11,,28,0,6000
5746825,U,Midlands,Gold,37,E,Midlands,6,69,2,0,6000
5746981,M,Midlands,Silver,38,E,Midlands,,49,5,0,2
5747279,M,North,Tin,52,F,N West,11,45,5,0,1
5747856,F,North,Tin,22,C,N East,3,51,8,0,1
5748380,F,Midlands,Silver,8,B,Midlands,9,53,8,0,730
5751691,,South East,Tin,40,E,London,4,46,7,0,1
5753619,M,South East,Silver,7,B,London,8,40,5,1,420
5755514,,Midlands,Silver,27,D,East,5,63,8,0,300001
5764416,M,South East,Silver,27,D,London,8,42,5,0,2000
5784743,F,South East,Silver,50,F,London,5,42,6,0,3800
5793424,F,Midlands,Tin,53,F,Wales & West,9,42,5,1,1
5793777,F,South East,Silver,42,E,S & S East,4,56,1,0,1000
5794013,,South East,Silver,4,A,London,3,,5,0,2000
5794188,M,South East,Tin,6,B,S & S East,4,57,6,0,1
5794773,M,South East,Silver,28,D,London,11,56,12,0,4000
5795400,,North,Gold,52,F,Yorkshire,14,74,4,1,605334
5795826,F,South East,Silver,22,C,London,9,23,4,1,420
5796008,F,South East,Gold,20,C,London,8,41,2,0,6000
5796598,F,Midlands,Silver,44,E,Midlands,8,50,9,0,1000
5798841,F,South East,Silver,52,F,S & S East,6,58,2,0,2100
5799643,M,Midlands,Silver,35,D,East,13,37,8,0,200
5799945,F,Midlands,Tin,52,F,Midlands,9,61,8,1,1
5801524,F,North,Silver,32,D,N West,8,54,10,0,2000
5801796,U,Midlands,Silver,8,B,East,10,68,19,0,1400
5802326,F,Midlands,Platinum,35,D,Midlands,8,62,6,0,3621433
5803543,,South East,Gold,25,C,London,5,62,1,0,6000
5805473,,Midlands,Silver,8,B,Midlands,18,56,11,0,50
5805864,M,South East,Tin,25,C,London,3,49,5,0,1
5806445,F,Midlands,Gold,17,C,Midlands,13,,3,1,6300
5807670,M,North,Gold,34,D,N West,4,50,8,0,610532
5807743,U,South East,Tin,21,C,London,19,58,5,1,1
5808596,F,Scottish,Platinum,13,B,Border,10,75,3,0,3941632
5809657,M,,Silver,16,C,,4,57,8,0,3000
5809770,,South West,Tin,22,C,S West,6,53,8,0,1
5810000,F,Midlands,Tin,47,F,East,3,48,8,0,1
5812437,U,South East,Gold,20,C,London,9,53,6,0,8025
5814618,M,South East,Gold,25,C,London,7,38,8,1,905335
5814901,U,,Silver,12,B,,13,60,11,0,50
5816521,M,North,Silver,25,C,N West,8,60,1,0,4000
5817293,M,Midlands,Silver,51,F,East,7,60,5,0,960
5822432,F,North,Silver,36,E,Yorkshire,,63,3,0,3000
5823013,F,South East,Silver,20,C,London,9,78,12,0,1000
5823323,,,Gold,51,F,,8,66,13,0,15000
5823536,,South East,Silver,23,C,S & S East,9,68,8,0,3000
5825687,F,North,Silver,28,D,Yorkshire,5,52,9,0,3000
5825822,M,South East,Gold,29,D,London,12,46,8,0,12000
5826020,F,South East,Silver,14,B,London,4,66,6,0,1000
5826128,F,South West,Gold,45,E,S West,5,70,7,0,605335
5826454,F,Midlands,Platinum,17,C,Midlands,,71,3,1,2312123
5826535,M,Scottish,Silver,40,E,C Scotland,12,41,8,0,5001
5827914,M,Midlands,Gold,49,F,East,5,58,4,0,6000
5828139,M,Midlands,Gold,27,D,East,7,56,7,0,121067
5829747,M,South East,Silver,3,A,London,11,44,8,0,3000
5829852,M,South East,Tin,52,F,London,9,31,5,0,1
5832268,M,South West,Silver,45,E,S West,9,75,12,0,4500
5833175,U,South East,Gold,24,C,London,,,5,0,6000
5833264,F,South East,Gold,24,C,S & S East,10,70,12,1,9600
5833787,M,North,Gold,10,B,N East,10,77,5,0,6000
5833884,F,South East,Gold,37,E,S & S East,9,52,5,1,6000
5834031,F,South East,Gold,4,A,London,8,62,19,0,886421
5834635,F,South East,Tin,44,E,London,10,29,5,1,1
5835038,U,South East,Gold,44,E,London,10,72,4,0,610764
5835321,,Midlands,Tin,12,B,East,13,55,4,1,1
5835577,,South East,Gold,14,B,London,10,64,8,0,12000
5835879,F,South East,Silver,4,A,S & S East,7,78,8,0,50001
5837170,F,Midlands,Gold,6,B,Wales & West,11,59,12,0,605335
5837413,F,South East,Tin,12,B,S & S East,8,43,5,0,1
5859603,,North,Silver,25,C,N East,9,57,6,0,1000
5859956,F,South East,Silver,12,B,London,9,66,5,0,3000
5861632,F,Midlands,Silver,41,E,Wales & West,6,62,1,0,2500
5876575,M,South East,Gold,12,B,London,5,,9,0,6000
5877938,F,North,Tin,52,F,Yorkshire,15,35,4,1,1
5886929,U,South East,Silver,10,B,London,4,50,8,0,48001
5887127,F,Midlands,Silver,37,E,Wales & West,7,77,2,1,3550
5889006,F,South East,Silver,10,B,S & S East,11,66,2,0,3000
5890012,M,South East,Silver,27,D,London,12,57,6,0,302667
5890403,U,South East,Tin,14,B,S & S East,5,47,7,0,1
5891213,,Midlands,Tin,38,E,Wales & West,8,50,5,0,1
5892120,F,South East,Gold,12,B,S & S East,10,64,7,0,122477
5892775,F,South East,Silver,6,B,S & S East,8,77,2,0,2325
5893682,,North,Tin,52,F,Yorkshire,16,55,8,1,1
5893925,F,South East,Gold,14,B,London,8,51,6,0,599716
5893992,F,North,Gold,16,C,N West,8,64,16,0,605335
5894425,,South East,Silver,3,A,London,6,67,8,0,420
5894700,F,Scottish,Gold,19,C,N Scot,10,55,2,0,10000
5896193,M,Midlands,Gold,18,C,Midlands,5,65,2,0,6000
5896525,F,Midlands,Gold,47,F,Midlands,,56,6,0,605335
5897947,M,South East,Tin,32,D,London,9,74,9,0,1
5898722,M,Scottish,Silver,39,E,C Scotland,10,78,15,1,1000
5900379,F,Midlands,Silver,38,E,Wales & West,10,,1,0,2400
5901197,M,Midlands,Tin,34,D,East,14,42,4,1,1
5902312,,Midlands,Silver,22,C,East,6,57,3,0,3000
5903394,F,South East,Silver,28,D,London,2,55,6,0,179546
5905117,F,Midlands,Tin,37,E,Midlands,,48,5,1,1
5906296,F,South East,Silver,41,E,S & S East,6,75,16,0,1000
5906725,F,Midlands,Tin,47,F,Wales & West,16,37,5,0,1
5907071,M,Midlands,Tin,34,D,East,8,34,4,0,1
5907314,F,Midlands,Silver,44,E,Midlands,10,40,8,0,500
5909155,F,South East,Silver,38,E,London,7,66,6,0,100001
5909244,F,Midlands,Tin,30,D,East,12,37,5,1,1
5910188,F,North,Tin,37,E,Yorkshire,7,40,5,0,1
5910498,F,North,Silver,12,B,N West,7,74,5,0,4000
5911826,F,North,Tin,35,D,Yorkshire,,48,5,0,1
5912474,,South East,Silver,13,B,S & S East,8,70,12,0,417073
5914906,F,North,Gold,25,C,N East,6,60,12,1,658042
5915759,M,Scottish,Tin,1,A,C Scotland,5,59,2,0,1
5916526,F,Midlands,Silver,53,F,Wales & West,9,24,2,1,3000
5916682,F,South East,Silver,19,C,London,10,,8,1,445
5917255,F,Midlands,Silver,38,E,East,7,58,2,0,1000
5918413,,Midlands,Silver,3,A,Midlands,4,46,9,0,1785
5919746,F,Scottish,Silver,1,A,C Scotland,9,46,8,1,600
5920078,,South East,Tin,33,D,London,,49,9,0,1
5920191,M,,Gold,6,B,,,74,1,0,1921521
5920299,F,Midlands,Tin,35,D,Wales & West,8,55,5,0,1
5920442,F,North,Silver,23,C,Yorkshire,6,,2,0,50
5920760,F,South East,Silver,24,C,London,9,67,23,0,2000
5921422,F,North,Tin,10,B,N West,7,60,4,1,1
5922526,U,South East,Gold,41,E,London,6,76,6,0,1205335
5923697,F,South East,Gold,44,E,S & S East,7,75,2,0,1265253
5927390,M,Midlands,Gold,51,F,Midlands,,29,4,0,610764
5929563,F,South East,Gold,30,D,S & S East,5,72,8,0,1215867
5929938,M,South East,Silver,22,C,London,,42,11,0,420001
5930944,F,Midlands,Tin,15,B,Midlands,13,44,5,0,1
5931274,U,North,Tin,18,C,N West,7,49,8,0,1
5931509,M,Midlands,Gold,49,F,Midlands,8,53,3,0,605876
5932300,,South East,Gold,27,D,London,10,58,8,0,9600
5938120,F,South East,Silver,30,D,S & S East,13,61,7,1,1500
5939062,F,South East,Silver,4,A,London,12,,4,0,5000
5945054,F,South East,Tin,52,F,S & S East,8,42,4,0,1
5945348,F,North,Gold,53,F,Yorkshire,4,52,8,0,12000
5945674,M,South East,Silver,4,A,London,5,30,4,1,1000
5945852,,South East,Gold,9,B,London,19,46,2,1,6000
5946409,,South West,Tin,37,E,S West,12,63,7,0,1
5949157,F,Midlands,Gold,11,B,East,11,67,2,0,12000
5956528,M,Midlands,Gold,50,F,East,10,32,1,1,6000
5956803,U,South East,Silver,22,C,S & S East,11,46,1,0,1200
5959098,M,South East,Tin,34,D,London,17,36,6,1,1
5966256,,South West,Silver,23,C,S West,5,70,5,0,1000
5967309,F,South East,Tin,,,S & S East,7,50,8,0,1
5967546,M,South West,Gold,41,E,S West,1,,2,0,12000
5968321,F,Midlands,Tin,44,E,Wales & West,11,28,4,1,1
5969808,F,South East,Tin,25,C,London,16,39,8,1,1
5969956,F,Midlands,Silver,39,E,East,13,67,4,0,960
5970202,F,South East,Tin,37,E,S & S East,7,45,7,0,1
5971411,M,South East,Gold,48,F,London,8,64,5,0,1779481
5976235,M,Midlands,Silver,52,F,East,,64,2,1,5000
5976766,U,Midlands,Gold,50,F,Midlands,8,62,3,0,6000
5986877,F,Scottish,Gold,31,D,C Scotland,4,69,4,1,12000
5988446,F,South East,Gold,44,E,London,4,48,6,0,20000
5988799,M,Midlands,Silver,33,D,Midlands,8,73,15,0,29085
5989132,F,South East,Tin,12,B,London,4,40,4,0,1
5989574,F,South East,Gold,10,B,London,6,65,17,0,184406
5989884,F,Midlands,Gold,35,D,Wales & West,5,53,4,0,6000
5992729,M,North,Tin,37,E,N East,5,,8,1,1
5999235,F,Midlands,Tin,37,E,Midlands,12,41,9,1,1
5999715,U,North,Silver,38,E,N West,8,36,5,0,2750
6001076,M,South East,Silver,24,C,London,7,62,5,0,3600
6004288,F,South East,Gold,13,B,S & S East,5,,2,1,6000
6004725,M,South East,Silver,19,C,London,11,63,1,0,4000
6008089,U,Midlands,Gold,,,Ulster,9,72,9,0,7000
6011799,F,South East,Tin,3,A,London,4,75,8,0,1
6012175,,North,Silver,47,F,N West,4,45,9,0,3
6018815,M,,Silver,47,F,,10,43,4,1,1000
6020275,F,South West,Gold,51,F,S West,3,55,2,0,6000
6021549,M,North,Tin,52,F,N West,3,49,4,0,1
6026494,M,South East,Platinum,30,D,S & S East,7,72,4,0,2974146
6026699,F,Midlands,Silver,6,B,Wales & West,8,73,5,0,1000
6029337,,Midlands,Silver,52,F,Midlands,7,,4,0,2000
6032230,M,South East,Silver,4,A,London,10,53,8,0,2200
6041922,F,North,Silver,32,D,N West,9,41,5,0,1000
6042503,M,South East,Tin,16,C,S & S East,10,75,9,0,1
6046819,F,South East,Gold,40,E,London,11,61,8,0,12000
6048862,M,North,Silver,8,B,N West,,66,8,0,2400
6050018,F,Midlands,Silver,16,C,Midlands,12,66,5,0,1000
6082513,M,South East,Silver,28,D,London,,66,8,0,2
6084923,,South East,Gold,27,D,S & S East,5,64,1,0,10000
6085768,M,South East,Gold,8,B,S & S East,6,75,4,0,6000
6091415,F,South East,Silver,21,C,London,8,39,7,0,100
6094708,F,Midlands,Tin,5,B,Midlands,11,59,4,0,1
6098312,M,Midlands,Gold,23,C,East,8,73,30,0,5500
6107567,F,Scottish,Tin,16,C,C Scotland,19,34,4,1,1
6109551,M,Midlands,Tin,25,C,Midlands,12,46,5,0,1
6109713,F,South East,Tin,48,F,London,4,30,5,0,1
6114245,F,Scottish,Silver,49,F,N Scot,7,66,15,0,3000
6114776,F,North,Silver,4,A,N West,6,52,4,0,1400
6124518,F,Midlands,Tin,2,A,Wales & West,9,69,8,0,1
6134580,M,South East,Silver,14,B,S & S East,13,50,14,0,3000
6149391,,South East,Silver,25,C,London,9,68,11,0,4000
6161839,F,South East,Tin,29,D,London,4,42,8,0,1
6170099,,Midlands,Silver,6,B,East,8,67,8,0,2800
6174728,F,South East,Tin,44,E,S & S East,9,65,5,0,1
6178057,M,South East,Tin,19,C,S & S East,9,29,5,0,1
6178731,F,South East,Platinum,18,C,London,8,70,3,1,205179
6183301,,Midlands,Silver,10,B,Wales & West,,45,9,0,100
6185517,F,North,Tin,8,B,N East,3,51,8,0,1
6185797,M,North,Silver,52,F,Yorkshire,6,33,1,0,100
6188230,F,South East,Silver,20,C,London,11,41,5,1,420
6194826,F,South East,Gold,46,F,S & S East,11,56,5,0,6000
6199062,,North,Gold,53,F,Yorkshire,4,50,,0,6000
6201385,F,North,Silver,52,F,N West,12,73,6,0,314137
6203361,F,South East,Tin,21,C,London,8,36,8,0,1
6206530,F,,Gold,41,E,,9,50,1,0,6000
6207642,U,North,Silver,10,B,N East,8,40,5,0,5000
6208967,,South East,Silver,20,C,S & S East,9,62,12,0,500
6209955,F,South East,Silver,18,C,London,7,52,8,0,180
6210597,F,South East,Tin,21,C,London,14,33,5,1,1
6211941,M,South East,Silver,52,F,London,8,28,7,0,100
6212158,,South East,Tin,22,C,London,5,51,5,0,1
6214770,M,South West,Tin,47,F,S West,10,51,8,0,1
6216153,,North,Silver,12,B,N West,9,68,5,0,5000
6216633,M,South East,Silver,41,E,London,5,77,23,0,3000
6218792,F,South West,Platinum,3,A,S West,11,76,12,0,4709627
6220509,U,South East,Tin,41,E,London,11,61,8,0,1
6220738,F,South East,Gold,19,C,S & S East,9,67,2,0,6000
6221475,F,North,Tin,53,F,N West,5,43,5,1,1
6223141,,South East,Tin,48,F,London,10,38,4,1,1
6225136,M,Scottish,Gold,51,F,C Scotland,13,74,5,1,7500
6227694,M,South East,Tin,21,C,London,13,44,5,1,1
6228372,M,Midlands,Tin,32,D,Midlands,7,46,5,0,1
6228690,,,Gold,6,B,,9,66,2,0,6000
6229115,U,South East,Tin,48,F,London,,60,8,0,1
6229492,,North,Silver,53,F,N West,7,55,5,0,3000
6229603,F,Scottish,Silver,32,D,C Scotland,12,53,5,1,3000
6230504,F,South East,Tin,1,A,London,10,49,7,1,1
6230636,M,North,Silver,22,C,N West,8,46,10,1,50
6230954,,South West,Tin,49,F,S West,17,67,5,0,1
6231071,F,Midlands,Tin,47,F,East,10,37,8,0,1
6234100,F,South East,Silver,10,B,London,11,42,1,1,1800
6234860,M,Midlands,Silver,24,C,Wales & West,14,27,4,0,1000
6235069,,Scottish,Gold,27,D,Border,11,50,4,0,18000
6235298,,North,Silver,32,D,N West,4,61,8,0,1500
6235735,F,South East,Silver,3,A,London,9,56,8,0,3000
6239056,F,North,Tin,53,F,Yorkshire,14,54,4,0,1
6239439,M,Midlands,Gold,16,C,East,5,43,1,0,6000
6240569,F,Midlands,Tin,17,C,Midlands,11,52,5,0,1
6240968,F,South East,Gold,25,C,London,16,42,8,1,8800
6245129,M,North,Tin,25,C,N West,10,54,9,0,1
6245471,F,Midlands,Silver,14,B,East,7,60,5,0,5000
6246109,F,Midlands,Silver,19,C,Wales & West,9,50,10,0,50
6246508,F,Scottish,Gold,23,C,N Scot,4,40,3,0,17000
